,Depths,Ranking
0,0.4646756260399727,16985.0
1,0.4375517820324395,17748.0
2,0.4052620340385241,18432.0
3,0.36814551350840863,19178.0
4,0.32672351646411524,19221.0
5,0.2793917962480952,19759.0
6,0.23145780705979768,18609.0
7,0.18009185299587782,16092.0
8,0.1315815056654599,16221.0
9,0.07881011220387724,19921.0
10,0.06233913897419763,40980.0
11,0.06233913897419763,59654.0
