,Depths,Ranking
0,0.9481716039739774,7056.0
1,0.8641994201334857,8339.0
2,0.7757198640076944,9809.0
3,0.6869986277075275,12380.0
4,0.5944693719794175,14377.0
5,0.5040250497384333,16853.0
6,0.4107089570854652,16410.0
7,0.32192155076109463,16712.0
8,0.2292681080343958,15547.0
9,0.13627084089469865,15390.0
10,0.06233913897419763,30617.0
11,0.06233913897419763,51556.0
