Time,Flux,Flux_err
0.0,1.012745817248283,0.001561078558237745
0.02083321695727136,1.011068358993436,0.0015600595215989645
0.041666433710815916,1.0130190877904015,0.0015606027287519745
0.062499650449808535,1.0129679506039615,0.001562831340604243
0.08333286735364709,1.010584139746023,0.0015619358223337794
0.10416608458922384,1.0120460905988131,0.0015623113609634545
0.12499930230978863,1.0132609800629626,0.0015611016871813115
0.14583252065085614,1.0100205776416185,0.0015595726242773836
0.1666657397279323,1.012148530124685,0.0015608840712615655
0.18749895963469496,1.0103893465891909,0.0015607286021715242
0.20833218044231214,1.01207257888698,0.0015600171468931323
0.2291654021953491,1.0103948953531408,0.001561325308689968
0.24999862491586103,1.0111595026072824,0.0015616017407502484
0.2708318485972541,1.0101556448992934,0.0015594912337418164
0.29166507321042445,1.0124664118960838,0.0015599231197419648
0.31249829869830137,1.0111721087163998,0.001559209362488615
0.3333315249815314,1.0105379583637877,0.0015689606985519482
0.3749979794995397,1.0092506008718347,0.0015599277513354778
0.3958312074692003,1.0105209592015971,0.0015608217708637786
0.41666443570602496,1.011037154132003,0.0015611315205081994
0.7083295570728296,1.0181330422305588,0.001526768273487343
0.7291627684617197,1.0198409005055884,0.0015249467620468409
0.7499959778285756,1.0150087028429544,0.0015228477509901506
0.7708291851799913,1.0174704012550675,0.0015241072070528432
0.7916623905473443,1.0165098285419991,0.0015279487582402882
0.8124955939908887,1.0134386926746757,0.0015297590785706815
0.8333287955899777,1.0139272679489846,0.001538034008137515
0.8541619954494308,1.0131064789096338,0.0015342452400494693
0.8749951936936213,1.010269978591137,0.0015406909315203033
0.8958283904671589,1.010821313028085,0.001539475310343501
0.9166615859301146,1.007610506722527,0.0015426839497120716
0.9374947802543828,1.007653326351469,0.0015424518776711571
0.9583279736255008,1.0079603231466672,0.0015434526284618375
0.9791611662349168,1.005120924880329,0.0015465770336351506
0.9999943582768084,1.0067566870857507,0.0015468683202320595
1.0208275499480806,1.0054504996831604,0.0015475981436348532
1.0416607414413193,1.0057184306038027,0.0015475651815392481
1.0624939329456993,1.0045395397083643,0.0015485250611909909
1.0833271246367528,1.003877604311227,0.0015535738641091208
1.1249935092328087,1.0018362433320112,0.0015546628690410891
1.1458267024206634,1.0013264419073469,0.0015533562948652148
1.1666598963583965,1.0007948625182754,0.001554985032204719
1.1874930911376396,1.0000506835345595,0.0015560890921672305
1.2083262868256952,1.0011755777509337,0.001555064910030034
1.2291594834650823,0.9974876269221324,0.001555814702853036
1.249992681072854,0.999168231249062,0.0015554280323801064
1.2708258796401424,0.9992796855341872,0.0015572488646865778
1.2916590791332965,0.9992024157462144,0.0015593807073646755
1.3124922794929716,0.9963918490947448,0.0015573207931594089
1.3333254806370858,1.0005349302544029,0.0015572965904613915
1.3541586824585463,0.9986820569851688,0.001556564285797418
1.3749918848320704,0.9989794070510084,0.0015572794070177387
1.3958250876125928,0.9984540888233392,0.0015583738027118337
1.416658290638452,0.99911561415882,0.0015593779917336564
1.4374914937366157,0.9987370427879398,0.0015586623735321392
1.4583246967215473,0.9978173593205351,0.0015628793769482494
1.479157899402253,0.9997932400277866,0.0015610460579833293
1.4999911015827363,0.9980455319045606,0.001560108319877407
1.5208243030685935,0.9995777585915708,0.001561235355582482
1.5416575036661015,0.9977028659974488,0.0015592527398163862
1.562490703186768,0.9976872563544716,0.0015594115747859507
1.6249902935894625,0.9996464490569276,0.0015600765531839356
1.6458234871747663,0.9979958694567816,0.001559316273990476
1.6666566789497208,0.9983538247465916,0.0015598768099644306
1.687489868825878,0.9981431751287648,0.0015587166189968324
1.7083230567357075,0.997484173125526,0.001559590094780788
1.7291562426403289,0.9991757001122976,0.0015613540021415467
1.749989426522916,1.0015043605679343,0.0015677597626650983
1.7708226083943828,0.9994895303630108,0.0015613283061198125
1.8124889662703936,0.999429104829178,0.0015610128346869635
1.833322142420002,1.001485236029949,0.0015621489179269926
1.8541553168458904,0.9986294785194876,0.0015628957001241573
1.8958216610562888,1.0,0.0015623672697704686
1.91665483114798,1.0006526902527395,0.0015609431127112153
1.9374880001266772,0.999783048313707,0.0015619606144559955
1.9583211681783723,0.9976178764258418,0.001561274355350845
1.9791543354929215,1.0000901454505458,0.0015600018477607562
1.9999875022674587,1.001281852965635,0.0015620503682430536
2.020820668698206,0.9994006852560688,0.0015619506178671705
2.041653834977069,1.0000609218207297,0.001559801434971928
2.0833201678156,0.9990966486004992,0.0015637709297580107
2.104153334716329,1.0007273833265315,0.0015622025079443994
2.124986502141155,0.9993870885127742,0.001563903696683402
2.1458196702203622,1.0017890622490109,0.0015640399457356965
2.166652839064,0.9978773361385324,0.001560253494039426
2.1874860087598336,1.0010518468761538,0.001563247248820898
2.2083191793719834,0.9980924387345576,0.0015616119298952976
2.229152350940467,1.0008489430959315,0.0015622459775738668
2.2499855234791544,1.0019727306564736,0.001560906833663408
2.2708186969748567,1.002444495661441,0.0015639642217955025
2.2916518713911955,0.9993206733542516,0.0015611992745720976
2.3124850466660973,1.0008191312337482,0.001562670483956343
2.3333182227129328,1.0001925101366531,0.0015610931711720374
2.3541513994236998,1.0009138648510063,0.0015622832732850914
2.3749845766685667,0.9988271162269484,0.0015631438695967034
2.395817754301106,1.003087701264648,0.001562721655048299
2.4166509321589733,1.0002356452931809,0.0015608633453299686
2.43748411006527,1.001530304523678,0.0015650819928927338
2.458317287834461,1.0005898302606897,0.0015616924800977007
2.4791504652750973,0.9991101689696522,0.001568143795811792
2.499983642192092,1.0002134021036315,0.0015647955140808904
2.520816818387857,1.0009431153048007,0.0015636937381364848
2.541649993671172,1.0002728034538413,0.0015618638214263758
2.5624831678571813,1.000710653841422,0.0015616452326786651
2.5833163407687607,1.0023810812506553,0.0015606741794748382
2.604149512242884,1.0006627379950503,0.001561369469942731
2.624982682132668,0.9989498617765291,0.00156158744187095
2.6458158503089635,0.9996770897016892,0.0015612892778759518
2.666649016663314,1.0002028841580748,0.0015613646965876016
2.708315343585354,0.9995582686926386,0.001567959498154253
2.7291485040514094,1.0007617967201137,0.0015641547841980276
2.749981662497476,1.0008259778640554,0.0015620281578341405
2.770814818937197,0.9998131095298266,0.0015621245833804267
2.791647973407408,1.001415284497415,0.0015625522226941
2.8124811259733637,1.0018066150529346,0.0015657873237110414
2.833314276722604,1.000666670549765,0.0015627932586701814
2.8541474257647224,1.0007825846006981,0.0015619724581116825
2.874980573231141,1.001354690076561,0.0015636929472634322
2.8958137192680624,1.001608831148728,0.0015625715717330134
2.9166468640398766,0.9988344948037391,0.0015615176647113403
2.937480007723252,1.000053208395382,0.0015644976177850436
2.958313150505319,1.002107132097095,0.0015623072392026492
2.9791462925777523,1.0019174924041878,0.0015662565952096346
2.9999794341365487,1.0001326463349582,0.0015615080695496652
3.0208125753783865,1.0019314486425348,0.0015635109324718367
3.0416457164942585,0.9986086446903448,0.0015612082318026304
3.062478857668567,0.9995610767414604,0.0015618874206170929
3.083311999079569,1.0018598915518762,0.0015628315653210749
3.104145140887113,1.0017337341218,0.0015624633062954149
3.1249782832380784,0.9992411761705448,0.001561825641212153
3.14581142625957,1.0007182764100278,0.0015621142375066642
3.1666445700593613,0.9998180499133772,0.0015617057293877382
3.187477714722263,1.0005863820480292,0.0015626018275172562
3.2083108603096657,1.001594327523727,0.0015619649888600168
3.2291440068581783,1.0006697725976357,0.0015659049381407338
3.2708103028494406,1.003353275084249,0.0015616833474136887
3.291643452238759,1.000904227245986,0.001563516949463852
3.3124766024768637,0.9990458890830431,0.0015610777068801535
3.3333097534755325,1.001675711925568,0.0015625317191870687
3.3541429051219893,0.9992694903502208,0.0015631006153323476
3.3749760572866307,0.9991093089385278,0.001561910097403578
3.4374755153187384,1.0000506700117562,0.0015636317534417385
3.4583086679206185,1.0009674892250924,0.0015621190274226306
3.4791418201700712,1.0005910919070051,0.0015655798620130747
3.499974971870415,0.9987036701233818,0.0015614566503424714
3.5624744217436732,0.99996396659726,0.001564730787538588
3.583307569346516,1.0020490501969488,0.0015652865103367207
3.6041407154932585,1.0003393467958417,0.0015613160350677355
3.6249738600390633,0.9997663673943828,0.0015622966112708516
3.666640143842415,0.9999161215862088,0.0015611415009412052
3.7083064200023728,0.9994260629842564,0.0015616139234423455
3.729139555083975,1.0008600278475874,0.0015618746472954171
3.7499726881453626,0.999946105894036,0.001562544358411865
3.770805819205407,1.0013422004410202,0.0015679046398194574
3.79163894830549,0.9981052775241258,0.0015617978618738208
3.8124720755117787,1.0004427809730785,0.0015611727686063634
3.8541383246308665,1.0027666686310337,0.0015636396830917033
3.895804567537653,1.001524233566182,0.0015617550958420944
3.916637687046887,0.9995794064596226,0.0015615724240506926
3.9374708054926937,0.9997764478245048,0.0015637989896586562
3.958303923063113,1.0005899629884136,0.0015623291142955774
3.9791370399502735,0.9978360913177902,0.001562009022104671
3.999970156350855,1.0013337275144252,0.001562517161542646
4.041636388471261,0.999409551198166,0.00156251237359677
4.062469504564889,0.9991506963225648,0.0015615483741309448
4.083302620918404,1.0017679160906046,0.0015636525860229591
4.104135737689148,0.999183710125266,0.0015638097525965675
4.124968855021733,0.9994094896429646,0.0015616561424389274
4.145801973043035,1.0002811717753721,0.001562912075589722
4.187468211543319,0.9991539440976356,0.0015608621178659552
4.208301332161,0.9994068548231184,0.0015625010221923306
4.2291344537443365,0.9979092897900677,0.001561446746006111
4.249967576298559,0.9973121257134716,0.0015609369975716114
4.291633824221208,0.9987275413973449,0.001561849770555145
4.312466949477312,1.0020860423492848,0.0015612168502116331
4.33330007548102,0.9981029080968362,0.001561645447890647
4.354133202119101,1.0000631062194358,0.0015627687611597574
4.374966329256722,0.9959876209201312,0.0015627755819774102
4.395799456743589,0.9997258542778804,0.0015613219592972491
4.4166325844132635,1.0007312666855512,0.0015659908999183195
4.437465712084987,0.9986085669625072,0.0015619719638562935
4.4582988395738985,0.9994066846797632,0.0015635477573617926
4.479131966684918,0.9985295293462328,0.0015664704748275114
4.499965093222727,1.0002863448571997,0.0015617714089196696
4.520798218990649,0.9989951791242744,0.0015610610748897644
4.541631343799509,0.997730377152612,0.0015632413381966644
4.562464467465587,1.0002291677687791,0.0015630041358400534
4.5832975898151735,1.0001377973846748,0.001561567578039008
4.60413071069047,0.99854147414964,0.0015641003506555186
4.624963829948683,0.9980303235424458,0.0015607529613188278
4.64579694746476,0.9981739112808028,0.0015605891910647099
4.666630063136608,0.9976336429365704,0.0015622938880444676
4.687463176884648,0.9997344687060088,0.0015616198373916
4.708296288651127,0.9998201246923734,0.0015612260399124724
