,longtermtrend,meanmedrat,skews,varss,coeffvar,stds,numoutliers,numnegoutliers,numposoutliers,numout1s,kurt,mad,maxslope,minslope,meanpslope,meannslope,g_asymm,rough_g_asymm,diff_asymm,skewslope,varabsslope,varslope,meanabsslope,absmeansecder,num_pspikes,num_nspikes,num_psdspikes,num_nsdspikes,stdratio,pstrend,num_zcross,num_pm,len_nmax,len_nmin,mautocorrcoef,ptpslopes,periodicity,periodicityr,naiveperiod,maxvars,maxvarsr,oeratio,amp,normamp,mbp,mid20,mid35,mid50,mid65,mid80,percentamp,magratio,sautocorrcoef,autocorrcoef,flatmean,tflatmean,roundmean,troundmean,roundrat,flatrat,mstat
0,-0.03864755998139642,-3.0040067751697572,-0.002311867424301099,0.6706737902997519,-1.4437147295538755,-0.8187156335278218,-1.05604230102859,-2.073595332500417,-0.8010770412338631,52.889458621119445,0.5812590922894724,2.835058386243416,-5.755208509582903,-0.6078326894243968,-0.00801178456573418,-0.0007624032386615722,-0.000762472112318098,-0.056164177446634655,-2.5683733778750475,-2.702328200667213,-0.7136580063688143,-0.6907216127692941,-0.659266237875167,848.433117627911,-16.4198501655558,-8.130503780023188,-9.072783992847555,0.5827768307174477,-5.2337206635036155,0.01771161291722941,17.071067649043123,1.018307730107519,1.7015317532769587,0.045595595735531576,-0.023335492351638763,0.3955304810573233,0.35465512901132046,-0.4900465043231182,0.01912042935320424,0.7548208694693704,0.19488925696609513,-2.438864703615461,2.66931673658035,1.3813293210651902,-7.961585674919894,-6.709181490046825,0.281238868526001,-0.1353947868605373,0.30538491988171007,3.104587242383779,0.7519511714705926,1.0549266170826406,-3.153488205949592,27.933755433781403,-3.154007223108675,-3.5814311354946815,-9.641356821262763,-6.343686648718235,-0.2425127452376237,-0.011480743154638973,2.969745715325592
0,-0.03730178557142874,-2.7737609938871715,-0.0023255154191659257,0.5551279731565465,-1.4440452786164968,-0.8217957378750179,-1.05604230102859,-2.073595332500417,-0.8010770412338631,52.52951892023577,0.5907083380161999,2.835058386243416,-6.071193767734371,-0.5965551476317124,-0.010255107429613799,-0.0007624024805230511,-0.0007624695270338264,-0.05613925311668384,-2.569383272521917,-2.694997430065881,-0.7156987640549017,-0.6943112274599909,-0.6635091108337141,847.8250214014545,-16.366017167089485,-7.90526301050597,-9.072783992847555,0.5827768307174477,-5.390859847887458,0.01715487979388638,17.071067649043123,1.0493183041523932,1.7015317532769587,0.045595595735531576,-0.023024264738912194,0.3844390596450485,0.3507938312270466,-0.49419621013237747,0.01912042935320424,0.754776155099651,0.19464594794322915,-2.438934658980331,2.4107054374503947,0.3908426240102162,-7.958683391703848,-6.706245042791542,0.12940770120513378,-0.15040540889229,0.29694193061796276,3.0858245926291517,0.30951803394116806,1.0612230279452222,-3.4599234783794945,27.933253273307233,-3.1895732107123558,-3.6819244265332305,-6.530073690125021,-9.698340129515042,0.009305964815112415,-0.009316674049336969,2.9718428415262443
0,-0.03579470681711327,-2.5145351321673135,-0.002330974234147019,0.42865483038731117,-1.4444223913247722,-0.8254317912799171,-1.05604230102859,-2.073595332500417,-0.8010770412338631,52.52951892023577,0.5838332422240075,2.834042888234333,-6.3423891672791655,-0.5774032654320246,-0.01269849398512229,-0.0007624018764357644,-0.0007624653347321991,-0.05609694860262928,-2.570975857160706,-2.6774044625716957,-0.7179881165597725,-0.6980726158561266,-0.6676845693460431,847.7707641778397,-16.4198501655558,-7.90526301050597,-9.298266383755715,0.5827768307174477,-4.520010454760895,0.017015696513049752,17.071067649043123,1.0758987953570498,1.7015317532769587,0.047353918446689444,-0.02305485097272894,0.38121971226103163,0.34549877046319194,-0.5000058372598252,0.01912042935320424,0.7547892981352824,0.19494739368072184,-2.4396406975473197,2.0791319923911837,-0.8249738845208432,-7.956264822303904,-6.706820241351802,-0.03637410335524611,-0.1687100668194687,0.2879485733772379,3.0708621598720796,-0.15658855801596788,1.070910047413201,-3.824447919047343,27.932483498782,-3.1772410588377484,-3.6447891111226,-12.009994260176988,-11.138844411637953,0.04443113725318724,-0.010243447179108757,2.9718428415262443
0,-0.034245445926406666,-2.25205744903734,-0.002332206084020094,0.3075592471858006,-1.4448048678624972,-0.8292452987162181,-1.05604230102859,-2.073595332500417,-0.8010770412338631,52.52951892023577,0.5703793053679848,2.833996043493328,-6.9129686772423495,-0.5649018267206586,-0.014970094598688262,-0.0007624011810489965,-0.0007624620348204834,-0.05606239828024591,-2.572159180114065,-2.6729401563892012,-0.7198473874762884,-0.7013714072095952,-0.6718725340144058,848.2338565271883,-16.4198501655558,-7.90526301050597,-9.072783992847555,0.5827768307174477,-4.326865146385155,0.016598146670537835,24.010520697447067,1.1069093674289554,1.8193736671498377,0.047353918446689444,-0.020925706648175415,1.8942906539143967,0.28112353306015764,-0.5091056928598215,0.008835840135795954,0.9293124899286224,1.358343313018362,-2.4396378568463075,1.7561510923019261,-1.980667601374184,-7.954329966749108,-6.7038764123749806,-0.1015836147873612,-0.18512599552100395,0.28155779642376183,3.0799122996065615,-0.6239348982119642,1.0829103595310243,-4.196975071359992,27.93136594877709,-3.1994455373436566,-3.7811308688498992,-12.892362570527753,-12.937714348886905,0.032923365872510324,-0.005057656323653915,2.9655514628835644
0,-0.032596713929917635,-1.9712773390089606,-0.002329005732560997,0.1875865905131284,-1.4452135241173412,-0.8334560414891294,-1.05604230102859,-2.073595332500417,-0.8010770412338631,52.16957213714015,0.5493949423227845,2.833762707028167,-7.513787892918777,-0.5604438449985121,-0.01648288596471526,-0.000762400062281876,-0.0007624634867817862,-0.05607975323432996,-2.5714900635405207,-2.6654813731015112,-0.7217688251598611,-0.7046669458127853,-0.6760071682468005,847.9032563601779,-16.4198501655558,-7.68002182402096,-9.072783992847555,0.5827768307174477,-3.8155439985901465,0.015206313862143439,24.010520697447067,1.1423500198685184,1.8193736671498377,0.052628886579227305,-0.02095833723376981,1.7318868640684961,0.2768609164855349,-0.5171086944274018,0.008835840135795954,0.9037770588647339,1.186310256101388,-2.4399761550963475,1.4293338373390458,-3.122950853116432,-7.9519113972620765,-6.699424047183243,-0.10756375388671406,-0.20345061745089202,0.2769557132806131,3.1279043261681294,-1.111232206126679,1.098510361438546,-4.617115464204718,27.929663332888214,-3.1080241219975004,-3.7784022299504927,-13.870202636795733,-17.456511663384415,0.017719941015337404,-0.002189246726843264,2.9508715789098496
0,-0.03090380851015607,-1.6848741728557681,-0.0023240825734345914,0.07772357735761269,-1.4456264593325951,-0.8378517967485724,-1.05604230102859,-2.073595332500417,-0.8010770412338631,52.52951892023577,0.5259088796471876,2.833431972676317,-7.727305828435303,-0.5330667648889965,-0.017840496206640046,-0.0007623989149573314,-0.0007624657562312342,-0.05610548712840177,-2.5705710699754705,-2.6513117576465848,-0.7234493866245401,-0.7076419146955857,-0.6800198725958233,847.6263107691186,-16.4198501655558,-7.90526301050597,-9.072783992847555,0.5827768307174477,-2.3060932014603286,0.013536114492029992,24.010520697447067,1.182220752077661,1.8193736671498377,0.052628886579227305,-0.0209807143557849,1.5221787694883524,0.2768609164855349,-0.5171086944274018,0.008835840135795954,0.8790564676216283,1.0197482346093183,-2.439917772810363,1.1032205270887936,-4.231108092791922,-7.9480416859822505,-6.694849364426684,-0.10277457506476011,-0.22034789475163055,0.2833521750075925,3.285908797616066,-1.5874752509853627,1.1195732009950534,-5.059847354363377,27.92701068837682,-3.1287006398780237,-3.6892601637705793,-13.418401642796947,-12.315430917055425,0.040935876976922,-0.00745707382279498,2.929900314944234
0,-0.029095680959618068,-1.3796100125531185,-0.002316248897510539,-0.02394662070136549,-1.4460611401676466,-0.8426336376216192,-1.05604230102859,-2.073595332500417,-0.8010770412338631,52.889458621119445,0.4976840287399409,2.8334084690621677,-8.032156247018156,-0.4920014240171061,-0.01902828153377684,-0.0007623977565679601,-0.0007624688889564098,-0.05613925311668384,-2.5694234842273285,-2.6601169814866035,-0.7250670895534241,-0.7104606607095879,-0.6838670465363372,847.9045617955729,-16.47368311454682,-7.90526301050597,-9.072783992847555,0.5827768307174477,-2.3124544799218483,0.012283464964418891,24.010520697447067,1.2043711580204841,2.055057414394506,0.054387209289742444,-0.012620112465912403,1.425691727214059,0.27101372442812677,-0.5024356777769307,-0.008103483282698182,0.8876398284778617,1.5048574861780704,-2.4396266873274683,0.7683053024851687,-5.337644286023903,-7.944655688510889,-6.6831280896623655,-0.09251967073414921,-0.2441431048221102,0.2899443236968832,3.4704438930622086,-2.078816050025825,1.1507546775969015,-5.54143764122094,27.92232497403963,-3.029620958440713,-3.6674686350262764,-8.50561608513895,-9.129785108775591,0.043129284740911246,-0.005831992009053572,2.8900549097268033
0,-0.02732076808762553,-1.0784719371982159,-0.002306996625637143,-0.10801945494331293,-1.4464874220950446,-0.8474801065628165,-1.05604230102859,-2.073595332500417,-0.8010770412338631,53.60931658289329,0.4683223012923072,2.83315040543128,-8.537166141105038,-0.4662175488598281,-0.021033641912269987,-0.0007623970995189759,-0.0007624659093902851,-0.05611398657625311,-2.5703721889575974,-2.6781177029380157,-0.7263189399769704,-0.7128564319401728,-0.6876288370606131,848.3032163668619,-16.47368311454682,-8.130503780023188,-9.072783992847555,0.5827768307174477,-3.219377005051087,0.011169998717636576,51.75284422422353,1.2531020489163236,2.055057414394506,0.054387209289742444,-0.012702150627418399,1.209750564598656,0.26812499914198396,-0.5094902267272033,-0.008103483282698182,0.855562103491583,1.1887839578277437,-2.4396159524403185,0.4432230668425465,-6.380018930282132,-7.941753404888635,-6.671912243637745,-0.06529368122415571,-0.27432866502530495,0.3008483437232258,3.714518360177018,-2.5460125514749796,1.1970308842046105,-6.00920568430074,27.913520830172878,-3.0314480425766877,-3.71355057669193,-13.74298576521367,-9.625615769914992,0.09570011317949015,-0.0037100039622867333,2.8313353565198836
0,-0.025428343068297436,-0.7578264768530423,-0.002294314203967154,-0.17755488868099867,-1.4469344182553607,-0.8527312588683807,-1.05604230102859,-2.073595332500417,-0.8010770412338631,54.32914563579452,0.43505289097045013,2.8326018141349256,-8.58075736534077,-0.4611537596954537,-0.02180032701978633,-0.0007623962093116547,-0.0007624690145218371,-0.056147598905170744,-2.5693147667306864,-2.6763245752006517,-0.7275977902922492,-0.7149506579165795,-0.6904141033045137,848.1049343197737,-16.366017167089485,-8.130503780023188,-9.072783992847555,0.5827768307174477,-2.677127835443876,0.00963898262828767,86.36997108706616,1.284112614246865,2.1139783331940847,0.057903854710242654,-0.01101063913968298,1.0546686077901593,0.26346273878329535,-0.515862880529823,-0.011733338300804586,0.8298388771355665,1.02752376550801,-2.43973916327501,0.10705804445013464,-7.425870734050734,-7.936916265363677,-6.647199654948405,-0.017769394188197056,-0.2923132590419469,0.3158564801460965,3.8742548977041933,-3.033605161327328,1.2823665820027723,-6.473928774715947,27.89164919834341,-3.0020394582638077,-3.643184118633763,-14.296462056534812,-8.237312793042726,0.2252309430907406,-0.006154557792538986,2.728576114112421
0,-0.02348103200090441,-0.42715686628332517,-0.0022703477223979225,-0.22663598514044309,-1.4473907944042608,-0.8582752243539611,-1.05604230102859,-2.073595332500417,-0.8010770412338631,54.68904920060575,0.3944457233952324,2.832036691577582,-8.58075736534077,-0.4312247965779919,-0.022964067047071657,-0.0007623954815701222,-0.00076246962345685,-0.05615590692990889,-2.5690953701554498,-2.6776069606695136,-0.7285088488236243,-0.7167023973743748,-0.6933297194882766,848.152065594501,-16.366017167089485,-8.130503780023188,-9.072783992847555,0.5827768307174477,-2.160459564688171,0.009360616066585236,172.3502055350549,1.2885426949042937,2.1139783331940847,0.06142050012999842,-0.01104262268162286,0.8053607312114732,0.26075816119431283,-0.5233030662975624,-0.011733338300804586,0.7950009840652208,0.6430980048323391,-2.4396043213262293,-0.23035445353969952,-8.443057890434405,-7.9344976955287825,-6.580380572789163,0.08981722278051728,-0.2814710444188087,0.34008478417782034,3.8310552036552368,-3.5229444917505948,1.4787819673354503,-6.905317611051257,27.808924982372144,-3.002740648389513,-3.7047253963148856,-14.659469489855514,-5.0114086330294585,-0.16487404832581476,-0.003382938750097478,2.5545144724913387
0,-0.02147724403582967,-0.08987929603493262,-0.002021480860937215,-0.2512500137373655,-1.4478532353757778,-0.8640836873406882,-1.05604230102859,-2.073595332500417,-0.8010770412338631,73.39274551655369,0.30577801058184745,2.83132003635824,-8.58075736534077,-0.4280888150365278,-0.023780191722597214,-0.000762394848232021,-0.0007624709658307566,-0.05617241070878055,-2.56866820426311,-2.675178419982679,-0.7289808033641237,-0.71782963250462,-0.6956387778704025,847.9127979208264,-16.366017167089485,-8.130503780023188,-9.072783992847555,0.5827768307174477,-1.28722661405698,0.008247149819768188,442.0514946674973,1.315123178293587,2.3496619299662145,0.06493714554896447,-0.010572900747478443,0.5757230655693872,0.24971767914068838,-0.5525274910777465,-0.02439129425980084,0.7623859663947369,0.3054165211974972,-2.439612038990804,-0.5681566131085639,-9.429034351980148,-7.993994499423633,-6.238536887514042,0.768333815060569,-0.19585379371903552,0.36298263347207477,3.448512254646664,-4.012766003519366,2.389200804143156,-7.210846978254427,26.36576552187836,-2.9679263071218873,-3.6792084852892533,-10.787999781948438,-5.3015332858457604,-0.11906540217535344,-0.0037443170664927354,1.8079359843998606
0,-0.021017285558819234,-0.013350760511037523,-0.0011349135442620761,-0.2529329364528064,-1.4479483948497796,-0.8653027595009137,-1.05604230102859,-2.073595332500417,-0.8010770412338631,87.7623860508676,0.337417527068797,2.830973611363478,-8.580757365340787,-0.4280888150365278,-0.02416838829472064,-0.0007623948867677933,-0.0007624691395653322,-0.05615590692990889,-2.5692201662782317,-2.670918583312926,-0.7290501318118151,-0.7180028735773534,-0.6960087388611428,847.8270848675973,-16.366017167089485,-8.130503780023188,-9.072783992847555,0.5827768307174477,-0.9437108788236221,0.008386333100620931,669.5466819964885,1.3195532587650805,2.408582808489395,0.06669546825813724,-0.01617562161287908,0.47452997930345764,0.25151357614576636,-0.5520234624150708,-0.027160222125362857,0.7555576061691239,0.21954557123142415,-2.4395921599795005,-0.6447646886414138,-9.64815664265701,-8.036561300429346,-5.808341135967955,1.6520101593057523,-0.0911677697959446,0.2772874080046906,2.9909829464160427,-4.12345499901256,3.3896523255316855,-7.255002754296778,20.880846254332177,-3.0353220731625288,-3.6802423627234138,-7.251946856642263,-6.012376671369505,-0.08460485147140467,-0.005422072601998736,0.42173021719881293
