,scores,ranks,min_flux
0,0.0019177460831601096,9031.0,0.5591316225323141
1,0.001945812409337897,8618.0,0.6287709707070535
2,0.0018068737228198585,10657.0,0.7140897295593702
3,0.001690288048920776,12710.0,0.8157376711370159
4,0.0015777390164698419,15185.0,0.9182533351960092
5,0.0008989549452886658,88889.0,0.9747503988710194
