,scores,ranks,min_flux
0,0.0013248258889904116,24808.0,0.5549818704268838
1,0.0012645569087525446,28427.0,0.6246193209928526
2,0.0012274509423407726,31133.0,0.7093281371820329
3,0.0011841030248612005,34851.0,0.8086494146764407
4,0.0010978165614352962,44868.0,0.9104251448045838
5,0.0003839181059858823,2550364.0,0.9376608610258024
